,Latin name provided,latinNameNoAuthor,Source,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
7967,Cotyledon coruscans,Cotyledon coruscans,LITTOX,,,,,
7968,Cotyledon decussata,Cotyledon decussata,LITTOX,Cotyledon orbiculata var. orbiculata,Cotyledon orbiculata,272761-1,77229519-1,Variety
7969,Cotyledon descussata,Cotyledon descussata,LITTOX,,,,,
7970,Cotyledon grandiflora,Cotyledon grandiflora,LITTOX,Tylecodon grandiflorus,Tylecodon grandiflorus,276911-1,276911-1,Species
7971,Cotyledon leucophylla,Cotyledon leucophylla,LITTOX,,,,,
7972,Cotyledon orbiculata,Cotyledon orbiculata,LITTOX,Cotyledon orbiculata,Cotyledon orbiculata,272761-1,272761-1,Species
7973,Cotyledon orbiculata var. dactylopsis,Cotyledon orbiculata var. dactylopsis,LITTOX,Cotyledon orbiculata var. dactylopsis,Cotyledon orbiculata,272761-1,878711-1,Variety
7974,Cotyledon orbiculata var. oblonga,Cotyledon orbiculata var. oblonga,LITTOX,Cotyledon orbiculata,Cotyledon orbiculata,272761-1,272761-1,Species
7975,Cotyledon orbitculata,Cotyledon orbitculata,LITTOX,,,,,
7976,Cotyledon panniculata,Cotyledon panniculata,LITTOX,Tylecodon paniculatus,Tylecodon paniculatus,276916-1,276916-1,Species
7977,Cotyledon papillaris,Cotyledon papillaris,LITTOX,Cotyledon papillaris,Cotyledon papillaris,272774-1,272774-1,Species
7978,Cotyledon pillansii,Cotyledon pillansii,LITTOX,Cotyledon cuneata,Cotyledon cuneata,272607-1,272607-1,Species
7979,Cotyledon reticulata,Cotyledon reticulata,LITTOX,Tylecodon reticulatus,Tylecodon reticulatus,276921-1,276921-1,Species
7980,Cotyledon ventricosa,Cotyledon ventricosa,LITTOX,Tylecodon ventricosus,Tylecodon ventricosus,276931-1,276931-1,Species
7981,Cotyledon wallichii,Cotyledon wallichii,LITTOX,Tylecodon wallichii,Tylecodon wallichii,276933-1,276933-1,Species
7982,Couepia rufa,Couepia rufa,LITTOX,Couepia rufa,Couepia rufa,67184-2,67184-2,Species
7983,Couma,Couma,LITTOX,Couma,,,2277-1,Genus
7984,Couma utilis,Couma utilis,LITTOX,Couma utilis,Couma utilis,78177-1,78177-1,Species
7985,Coumarouma odorata,Coumarouma odorata,LITTOX,,,,,
7986,Coumarouna odorata,Coumarouna odorata,LITTOX,Dipteryx odorata,Dipteryx odorata,492769-1,492769-1,Species
7987,Coumarouna oppositifolia,Coumarouna oppositifolia,LITTOX,Taralea oppositifolia,Taralea oppositifolia,520179-1,520179-1,Species
7988,Couralia toxophora,Couralia toxophora,LITTOX,Handroanthus barbatus,Handroanthus barbatus,109687-1,109687-1,Species
7989,Courbonia calothamna,Courbonia calothamna,LITTOX,Maerua edulis,Maerua edulis,147688-1,147688-1,Species
7990,Courbonia camporum,Courbonia camporum,LITTOX,Maerua edulis,Maerua edulis,147688-1,147688-1,Species
7991,Courbonia edulis,Courbonia edulis,LITTOX,Maerua edulis,Maerua edulis,147688-1,147688-1,Species
7992,Courbonia glauca,Courbonia glauca,LITTOX,Maerua edulis,Maerua edulis,147688-1,147688-1,Species
7993,Courbonia subcordata,Courbonia subcordata,LITTOX,Maerua subcordata,Maerua subcordata,147789-1,147789-1,Species
7994,Courbonia tubulosa,Courbonia tubulosa,LITTOX,Maerua subcordata,Maerua subcordata,147789-1,147789-1,Species
7995,Courbonia virgata,Courbonia virgata,LITTOX,Maerua pseudopetalosa,Maerua pseudopetalosa,147752-1,147752-1,Species
7996,Couroupita guianensis,Couroupita guianensis,LITTOX,Couroupita guianensis,Couroupita guianensis,592385-1,592385-1,Species
7997,Cousinia,Cousinia,LITTOX,Cousinia,,,8416-1,Genus
7998,Cousinia ambigens,Cousinia ambigens,LITTOX,Cousinia ambigens,Cousinia ambigens,198654-1,198654-1,Species
7999,Cousinia coronata,Cousinia coronata,LITTOX,Cousinia coronata,Cousinia coronata,198793-1,198793-1,Species
8000,Cousinia hystrix,Cousinia hystrix,LITTOX,Cousinia pterocaulos,Cousinia pterocaulos,199227-1,199227-1,Species
8001,Cousinia integrifolia,Cousinia integrifolia,LITTOX,Cousinia integrifolia,Cousinia integrifolia,198986-1,198986-1,Species
8002,Cousinia microcarpa,Cousinia microcarpa,LITTOX,Cousinia microcarpa,Cousinia microcarpa,199099-1,199099-1,Species
8003,Cousinia pseudoarcticum,Cousinia pseudoarcticum,LITTOX,,,,,
8004,Cousinia radians,Cousinia radians,LITTOX,Cousinia radians,Cousinia radians,199248-1,199248-1,Species
8005,Cousinia sewerzrowi,Cousinia sewerzrowi,LITTOX,,,,,
8006,Coutarea,Coutarea,LITTOX,Coutarea,,,34414-1,Genus
8007,Coutarea hexandra,Coutarea hexandra,LITTOX,Coutarea hexandra,Coutarea hexandra,67491-2,67491-2,Species
8008,Coutoubea ramosa,Coutoubea ramosa,LITTOX,Coutoubea ramosa,Coutoubea ramosa,367033-1,367033-1,Species
8009,Coutoubea spicata,Coutoubea spicata,LITTOX,Coutoubea spicata,Coutoubea spicata,367036-1,367036-1,Species
8010,Covillea glutinosa,Covillea glutinosa,LITTOX,Larrea tridentata,Larrea tridentata,873322-1,873322-1,Species
8011,Cracca,Cracca,LITTOX,Tephrosia,,,328365-2,Genus
8012,Cracca (Tephrosia) vogelii,Cracca (Tephrosia) vogelii,LITTOX,,,,,
8013,Cracca cinerea,Cracca cinerea,LITTOX,Tephrosia cinerea,Tephrosia cinerea,1071691-2,1071691-2,Species
8014,Cracca rosea,Cracca rosea,LITTOX,Tephrosia rosea,Tephrosia rosea,520876-1,520876-1,Species
8015,Cracca vogelii,Cracca vogelii,LITTOX,Tephrosia vogelii,Tephrosia vogelii,521002-1,521002-1,Species
8016,Craetagus,Craetagus,LITTOX,,,,,
8017,Craibia brevicaudata,Craibia brevicaudata,LITTOX,Craibia brevicaudata,Craibia brevicaudata,487709-1,487709-1,Species
8018,Crambe,Crambe,LITTOX,Crambe,,,12477-1,Genus
8019,Crambe abyssinica,Crambe abyssinica,LITTOX,Crambe hispanica subsp. abyssinica,Crambe hispanica,281645-1,1015966-1,Subspecies
8020,Crambe hispanica subsp. abyssinica,Crambe hispanica subsp. abyssinica,LITTOX,Crambe hispanica subsp. abyssinica,Crambe hispanica,281645-1,1015966-1,Subspecies
8021,Crambe maritima,Crambe maritima,LITTOX,Crambe maritima,Crambe maritima,281657-1,281657-1,Species
8022,Craniolaria annua,Craniolaria annua,LITTOX,Craniolaria annua,Craniolaria annua,675800-1,675800-1,Species
8023,Craspedia chrysantha,Craspedia chrysantha,LITTOX,Pycnosorus chrysanthus,Pycnosorus chrysanthus,240637-1,240637-1,Species
8024,Crassocephalum,Crassocephalum,LITTOX,Crassocephalum,,,8421-1,Genus
8025,Crassocephalum crepidioides,Crassocephalum crepidioides,LITTOX,Crassocephalum crepidioides,Crassocephalum crepidioides,199488-1,199488-1,Species
8026,Crassula,Crassula,LITTOX,Crassula,,,30014394-2,Genus
8027,Crassula arborescens,Crassula arborescens,LITTOX,Crassula arborescens,Crassula arborescens,272970-1,272970-1,Species
8028,Crassula argentea,Crassula argentea,LITTOX,Crassula ovata,Crassula ovata,273350-1,273350-1,Species
8029,Crassula argentia,Crassula argentia,LITTOX,,,,,
8030,Crassula expansa,Crassula expansa,LITTOX,Crassula expansa,Crassula expansa,273136-1,273136-1,Species
8031,Crassula ovata,Crassula ovata,LITTOX,Crassula ovata,Crassula ovata,273350-1,273350-1,Species
8032,Crassula portulacea,Crassula portulacea,LITTOX,Crassula ovata,Crassula ovata,273350-1,273350-1,Species
8033,Crassula spathulata,Crassula spathulata,LITTOX,Crassula spathulata,Crassula spathulata,273505-1,273505-1,Species
8034,Crassula tetragona,Crassula tetragona,LITTOX,Crassula tetragona,Crassula tetragona,273543-1,273543-1,Species
8035,Crassulaceae,Crassulaceae,LITTOX,Crassula,,,30014394-2,Genus
8036,Crataegus,Crataegus,LITTOX,Crataegus,,,60436254-2,Genus
8037,Crataegus as 'hawthorn',Crataegus as 'hawthorn',LITTOX,,,,,
8038,Crataegus azarolus,Crataegus azarolus,LITTOX,Crataegus azarolus,Crataegus azarolus,324722-2,324722-2,Species
8039,Crataegus chrysocarpa,Crataegus chrysocarpa,LITTOX,Crataegus chrysocarpa,Crataegus chrysocarpa,723119-1,723119-1,Species
8040,Crataegus coccinea,Crataegus coccinea,LITTOX,Crataegus coccinea,Crataegus coccinea,327922-2,327922-2,Species
8041,Crataegus crus-galli,Crataegus crus-galli,LITTOX,Crataegus crus-galli,Crataegus crus-galli,68112-2,68112-2,Species
8042,Crataegus cuneata,Crataegus cuneata,LITTOX,Crataegus cuneata,Crataegus cuneata,723209-1,723209-1,Species
8043,Crataegus curvicantha,Crataegus curvicantha,LITTOX,,,,,
8044,Crataegus curvisepala,Crataegus curvisepala,LITTOX,Crataegus rhipidophylla var. rhipidophylla,Crataegus rhipidophylla,724131-1,77231261-1,Variety
8045,Crataegus flabellata,Crataegus flabellata,LITTOX,Crataegus flabellata,Crataegus flabellata,30075354-2,30075354-2,Species
8046,Crataegus intricata,Crataegus intricata,LITTOX,Crataegus intricata,Crataegus intricata,68456-2,68456-2,Species
8047,Crataegus iracunda,Crataegus iracunda,LITTOX,Crataegus iracunda,Crataegus iracunda,68464-2,68464-2,Species
8048,Crataegus irrasa,Crataegus irrasa,LITTOX,Crataegus irrasa,Crataegus irrasa,68470-2,68470-2,Species
8049,Crataegus laevigata,Crataegus laevigata,LITTOX,Crataegus laevigata,Crataegus laevigata,723644-1,723644-1,Species
8050,Crataegus mollis,Crataegus mollis,LITTOX,Crataegus mollis,Crataegus mollis,723817-1,723817-1,Species
8051,Crataegus monogyna,Crataegus monogyna,LITTOX,Crataegus monogyna,Crataegus monogyna,723820-1,723820-1,Species
8052,Crataegus nigra,Crataegus nigra,LITTOX,Crataegus nigra,Crataegus nigra,723855-1,723855-1,Species
8053,Crataegus orientalis,Crataegus orientalis,LITTOX,Crataegus orientalis,Crataegus orientalis,723901-1,723901-1,Species
8054,Crataegus oxyacantha,Crataegus oxyacantha,LITTOX,Crataegus marshallii,Crataegus marshallii,723766-1,723766-1,Species
8055,Crataegus pedicellata,Crataegus pedicellata,LITTOX,Crataegus coccinea var. coccinea,Crataegus coccinea,327922-2,77231790-1,Variety
8056,Crataegus pentagyna,Crataegus pentagyna,LITTOX,Crataegus pentagyna,Crataegus pentagyna,723990-1,723990-1,Species
8057,Crataegus phaenopyrum,Crataegus phaenopyrum,LITTOX,Crataegus phaenopyrum,Crataegus phaenopyrum,30065973-2,30065973-2,Species
8058,Crataegus pinnatifida,Crataegus pinnatifida,LITTOX,Crataegus pinnatifida,Crataegus pinnatifida,724002-1,724002-1,Species
8059,Crataegus populnea,Crataegus populnea,LITTOX,Crataegus populnea,Crataegus populnea,68790-2,68790-2,Species
8060,Crataegus pruinosa,Crataegus pruinosa,LITTOX,Crataegus pruinosa,Crataegus pruinosa,77085498-1,77085498-1,Species
8061,Crataegus pyracantha,Crataegus pyracantha,LITTOX,Pyracantha coccinea,Pyracantha coccinea,730611-1,730611-1,Species
8062,Crataeva,Crataeva,LITTOX,,,,,
8063,Crataeva acuminata,Crataeva acuminata,LITTOX,,,,,
8064,Crataeva benthamii,Crataeva benthamii,LITTOX,,,,,
8065,Crataeva gynandra,Crataeva gynandra,LITTOX,,,,,
8066,Crataeva nurvala,Crataeva nurvala,LITTOX,,,,,
8067,Crataeva radiatiflora,Crataeva radiatiflora,LITTOX,,,,,
8068,Crataeva religiosa,Crataeva religiosa,LITTOX,,,,,
8069,Crataeva roxburghii,Crataeva roxburghii,LITTOX,,,,,
8070,Crataeva tapia,Crataeva tapia,LITTOX,,,,,
8071,Crataeva tapioides,Crataeva tapioides,LITTOX,,,,,
8072,Crategus monogyna,Crategus monogyna,LITTOX,,,,,
8073,Craterellus,Craterellus,LITTOX,,,,,
8074,Craterellus cornucopioides,Craterellus cornucopioides,LITTOX,,,,,
8075,Craterellus cornucopoides,Craterellus cornucopoides,LITTOX,,,,,
8076,Craterellus lutescens,Craterellus lutescens,LITTOX,,,,,
8077,Crateva religiosa,Crateva religiosa,LITTOX,Crateva religiosa,Crateva religiosa,147489-1,147489-1,Species
8078,Credidotus calolepis,Credidotus calolepis,LITTOX,,,,,
8079,Crepidiastrum,,LITTOX,Crepidiastrum,,,329201-2,Genus
8080,Crepidiastrum keiskeanum,,LITTOX,Crepidiastrum keiskeanum,Crepidiastrum keiskeanum,199611-1,199611-1,Species
8081,Crepidiastrum lanceolatum,,LITTOX,Crepidiastrum lanceolatum,Crepidiastrum lanceolatum,199613-1,199613-1,Species
8082,Crepidotaceae,Crepidotaceae,LITTOX,,,,,
8083,Crepidotus,Crepidotus,LITTOX,,,,,
8084,Crepidotus applanatus,Crepidotus applanatus,LITTOX,,,,,
8085,Crepidotus cinnabarinus,Crepidotus cinnabarinus,LITTOX,,,,,
8086,Crepidotus dorsalis,Crepidotus dorsalis,LITTOX,,,,,
8087,Crepidotus fulvotomentosus,Crepidotus fulvotomentosus,LITTOX,,,,,
8088,Crepidotus haerens,Crepidotus haerens,LITTOX,,,,,
8089,Crepidotus malachius,Crepidotus malachius,LITTOX,,,,,
8090,Crepidotus mollis,Crepidotus mollis,LITTOX,,,,,
8091,Crepidotus phillipsii,Crepidotus phillipsii,LITTOX,,,,,
8092,Crepidotus pubescens,Crepidotus pubescens,LITTOX,,,,,
8093,Crepidotus sp.,Crepidotus sp.,LITTOX,,,,,
8094,Crepidotus spp.,Crepidotus spp.,LITTOX,,,,,
8095,Crepidotus versutus,Crepidotus versutus,LITTOX,,,,,
8096,Crepis,Crepis,LITTOX,Crepis,,,30000264-2,Genus
8097,Crepis acaulis,Crepis acaulis,LITTOX,Launaea acaulis,Launaea acaulis,228985-1,228985-1,Species
8098,Crepis aspera,,LITTOX,Crepis aspera,Crepis aspera,199680-1,199680-1,Species
8099,Crepis aurea,Crepis aurea,LITTOX,Crepis aurea,Crepis aurea,199689-1,199689-1,Species
8100,Crepis barbata,Crepis barbata,LITTOX,Crepis foetida subsp. foetida,Crepis foetida,199861-1,77180307-1,Subspecies
8101,Crepis biennis,,LITTOX,Crepis biennis,Crepis biennis,199715-1,199715-1,Species
8102,Crepis cameroonica,,LITTOX,Crepis newii subsp. oliveriana,Crepis newii,200098-1,1018168-1,Subspecies
8103,Crepis capillaris,,LITTOX,Crepis capillaris,Crepis capillaris,199753-1,199753-1,Species
8104,Crepis conyzifolia,,LITTOX,Crepis conyzifolia,Crepis conyzifolia,199779-1,199779-1,Species
8105,Crepis crocea,,LITTOX,Crepis crocea,Crepis crocea,199795-1,199795-1,Species
8106,Crepis foetida,Crepis foetida,LITTOX,Crepis foetida,Crepis foetida,199861-1,199861-1,Species
8107,Crepis japonica,,LITTOX,Youngia japonica,Youngia japonica,1124129-2,1124129-2,Species
8108,Crepis lacera,Crepis lacera,LITTOX,Crepis lacera,Crepis lacera,200002-1,200002-1,Species
8109,Crepis micrantha,,LITTOX,Crepis micrantha,Crepis micrantha,200052-1,200052-1,Species
8110,Crepis mollis,,LITTOX,Crepis mollis,Crepis mollis,200063-1,200063-1,Species
8111,Crepis multicaulis,,LITTOX,Crepis multicaulis,Crepis multicaulis,200072-1,200072-1,Species
8112,Crepis napifera,,LITTOX,Crepis napifera,Crepis napifera,200087-1,200087-1,Species
8113,Crepis pulchra,,LITTOX,Crepis pulchra,Crepis pulchra,200177-1,200177-1,Species
8114,Crepis pyrenaica,,LITTOX,Crepis pyrenaica,Crepis pyrenaica,200185-1,200185-1,Species
8115,Crepis rhoeadifolia,,LITTOX,Crepis foetida subsp. rhoeadifolia,Crepis foetida,199861-1,77181783-1,Subspecies
8116,Crepis rubra,Crepis rubra,LITTOX,Crepis rubra,Crepis rubra,200220-1,200220-1,Species
8117,Crepis setosa,,LITTOX,Crepis setosa,Crepis setosa,200258-1,200258-1,Species
8118,Crepis sibarica,,LITTOX,,,,,
8119,Crepis tectorum,,LITTOX,Crepis tectorum,Crepis tectorum,200321-1,200321-1,Species
8120,Crepis tingitana,,LITTOX,Crepis tingitana,Crepis tingitana,200331-1,200331-1,Species
8121,Crepis virens,,LITTOX,Crepis capillaris,Crepis capillaris,199753-1,199753-1,Species
8122,Crepis zacintha,,LITTOX,Crepis zacintha,Crepis zacintha,200378-1,200378-1,Species
8123,Crescentia,Crescentia,LITTOX,Crescentia,,,4036-1,Genus
8124,Crescentia cujete,Crescentia cujete,LITTOX,Crescentia cujete,Crescentia cujete,319161-2,319161-2,Species
8125,Creton tiglium,Creton tiglium,LITTOX,,,,,
8126,Crinipellis,Crinipellis,LITTOX,,,,,
8127,Crinipellis sp.,Crinipellis sp.,LITTOX,,,,,
8128,Crinipellis stipitaria,Crinipellis stipitaria,LITTOX,,,,,
8129,Crinium hippeastrum,Crinium hippeastrum,LITTOX,,,,,
8130,Crinodendron,Crinodendron,LITTOX,Crinodendron,,,39407-1,Genus
8131,Crinodendron hookerianum,Crinodendron hookerianum,LITTOX,Crinodendron hookerianum,Crinodendron hookerianum,833692-1,833692-1,Species
8132,Crinum,Crinum,LITTOX,Crinum,,,30006609-2,Genus
8133,Crinum abyssinicum,Crinum abyssinicum,LITTOX,Crinum abyssinicum,Crinum abyssinicum,63766-1,63766-1,Species
8134,Crinum abyssinicus,Crinum abyssinicus,LITTOX,Crinum abyssinicum,Crinum abyssinicum,63766-1,63766-1,Species
8135,Crinum amabile,Crinum amabile,LITTOX,Crinum × amabile,Crinum × amabile,63772-1,63772-1,Species
8136,Crinum americanum,Crinum americanum,LITTOX,Crinum americanum,Crinum americanum,319172-2,319172-2,Species
8137,Crinum angustifolium,Crinum angustifolium,LITTOX,Agave amica,Agave amica,77153983-1,77153983-1,Species
8138,Crinum asiaticum,Crinum asiaticum,LITTOX,Crinum asiaticum,Crinum asiaticum,63796-1,63796-1,Species
8139,Crinum asiaticum var. japonicum,Crinum asiaticum var. japonicum,LITTOX,Crinum asiaticum var. japonicum,Crinum asiaticum,63796-1,77188831-1,Variety
8140,Crinum asiaticum var. sinicum,Crinum asiaticum var. sinicum,LITTOX,Crinum asiaticum var. sinicum,Crinum asiaticum,63796-1,77188874-1,Variety
8141,Crinum brisbanicum,Crinum brisbanicum,LITTOX,Crinum arenarium,Crinum arenarium,63791-1,63791-1,Species
8142,Crinum bulbispermum,Crinum bulbispermum,LITTOX,Crinum bulbispermum,Crinum bulbispermum,63828-1,63828-1,Species
8143,Crinum capense,Crinum capense,LITTOX,Crinum bulbispermum,Crinum bulbispermum,63828-1,63828-1,Species
8144,Crinum defixum,Crinum defixum,LITTOX,Crinum viviparum,Crinum viviparum,945543-1,945543-1,Species
8145,Crinum flaccidum,Crinum flaccidum,LITTOX,Crinum flaccidum,Crinum flaccidum,63895-1,63895-1,Species
8146,Crinum floridanum,Crinum floridanum,LITTOX,Crinum americanum,Crinum americanum,319172-2,319172-2,Species
8147,Crinum latifolium,Crinum latifolium,LITTOX,Crinum latifolium,Crinum latifolium,63951-1,63951-1,Species
8148,Crinum latifolium var. zeylanicum,Crinum latifolium var. zeylanicum,LITTOX,Crinum latifolium,Crinum latifolium,63951-1,63951-1,Species
8149,Crinum laurentii,Crinum laurentii,LITTOX,,,,,
8150,Crinum longiflorum,Crinum longiflorum,LITTOX,Crinum americanum,Crinum americanum,319172-2,319172-2,Species
8151,Crinum longifolium,Crinum longifolium,LITTOX,Crinum lorifolium,Crinum lorifolium,60455996-2,60455996-2,Species
8152,Crinum macowanii,Crinum macowanii,LITTOX,Crinum macowanii,Crinum macowanii,63973-1,63973-1,Species
8153,Crinum macrantherum,Crinum macrantherum,LITTOX,Crinum asiaticum var. asiaticum,Crinum asiaticum,63796-1,77171447-1,Variety
8154,Crinum moorei,Crinum moorei,LITTOX,Crinum moorei,Crinum moorei,63990-1,63990-1,Species
8155,Crinum pedunculatum,Crinum pedunculatum,LITTOX,Crinum asiaticum var. pedunculatum,Crinum asiaticum,63796-1,954187-1,Variety
8156,Crinum pestilentis,Crinum pestilentis,LITTOX,Crinum flaccidum,Crinum flaccidum,63895-1,63895-1,Species
8157,Crinum powellii,Crinum powellii,LITTOX,,,,,
8158,Crinum powellii var. harlemense,Crinum powellii var. harlemense,LITTOX,,,,,
8159,Crinum purpurascens,Crinum purpurascens,LITTOX,Crinum purpurascens,Crinum purpurascens,64033-1,64033-1,Species
8160,Crinum x powellii,Crinum x powellii,LITTOX,,,,,
8161,Crinum yemense,Crinum yemense,LITTOX,Crinum album,Crinum album,63770-1,63770-1,Species
8162,Crinum zeylanicum,Crinum zeylanicum,LITTOX,Crinum zeylanicum,Crinum zeylanicum,64125-1,64125-1,Species
8163,Crithmum,Crithmum,LITTOX,Crithmum,,,39859-1,Genus
8164,Crithmum maritimum,Crithmum maritimum,LITTOX,Crithmum maritimum,Crithmum maritimum,840827-1,840827-1,Species
8165,Crocus,Crocus,LITTOX,Crocus,,,20293-1,Genus
8166,Crocus ancyrensis,Crocus ancyrensis,LITTOX,Crocus ancyrensis,Crocus ancyrensis,436451-1,436451-1,Species
8167,Crocus autumnale,Crocus autumnale,LITTOX,,,,,
8168,Crocus cartwrightianus,Crocus cartwrightianus,LITTOX,Crocus cartwrightianus,Crocus cartwrightianus,436500-1,436500-1,Species
8169,Crocus div,Crocus div,LITTOX,,,,,
8170,Crocus medius,Crocus medius,LITTOX,Crocus nudiflorus,Crocus nudiflorus,436634-1,436634-1,Species
8171,Crocus sativus,Crocus sativus,LITTOX,Crocus sativus,Crocus sativus,436688-1,436688-1,Species
8172,Crocus speciosus,Crocus speciosus,LITTOX,Crocus speciosus,Crocus speciosus,60461537-2,60461537-2,Species
8173,Crocus susianus,Crocus susianus,LITTOX,Crocus angustifolius,Crocus angustifolius,77111140-1,77111140-1,Species
8174,Crocus tomasianus,Crocus tomasianus,LITTOX,,,,,
8175,Crocus vernus,Crocus vernus,LITTOX,Crocus vernus,Crocus vernus,60461938-2,60461938-2,Species
8176,Crossopteryx febrifuga,Crossopteryx febrifuga,LITTOX,Crossopteryx febrifuga,Crossopteryx febrifuga,747858-1,747858-1,Species
8177,Crossopteryx kotschyana,Crossopteryx kotschyana,LITTOX,Crossopteryx febrifuga,Crossopteryx febrifuga,747858-1,747858-1,Species
8178,Crossostylis ebertii,Crossostylis ebertii,LITTOX,,,,,
8179,Crotalacia,Crotalacia,LITTOX,,,,,
8180,Crotalaria,Crotalaria,LITTOX,Crotalaria,,,329745-2,Genus
8181,Crotalaria acicularis,Crotalaria acicularis,LITTOX,Crotalaria acicularis,Crotalaria acicularis,60457282-2,60457282-2,Species
8182,Crotalaria aculeata,Crotalaria aculeata,LITTOX,Crotalaria aculeata,Crotalaria aculeata,487755-1,487755-1,Species
8183,Crotalaria acuminata,Crotalaria acuminata,LITTOX,Crotalaria verrucosa,Crotalaria verrucosa,489042-1,489042-1,Species
8184,Crotalaria agatiflora,Crotalaria agatiflora,LITTOX,Crotalaria agatiflora,Crotalaria agatiflora,487769-1,487769-1,Species
8185,Crotalaria alata,Crotalaria alata,LITTOX,Crotalaria alata,Crotalaria alata,77084818-1,77084818-1,Species
8186,Crotalaria albida,Crotalaria albida,LITTOX,Crotalaria albida,Crotalaria albida,487779-1,487779-1,Species
8187,Crotalaria allenii,Crotalaria allenii,LITTOX,Crotalaria orientalis subsp. allenii,Crotalaria orientalis,488587-1,885040-1,Subspecies
8188,Crotalaria anagyroides,Crotalaria anagyroides,LITTOX,Crotalaria micans,Crotalaria micans,322606-2,322606-2,Species
8189,Crotalaria angulata,Crotalaria angulata,LITTOX,Crotalaria angulata,Crotalaria angulata,487792-1,487792-1,Species
